id,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
5.70478E+17,917944075,5/13/2022,"Chicago, IL",within an hour,98%,88%,t,Avondale,9,9,"['email', 'phone']",t,t,Lake View,41.934,-87.65277,Entire rental unit,Entire home/apt,2,1 bath,1,$42.00 ,2,90,2,2,1125,1125,2,1125,t,15,15,32,122,46,34,2,7/8/2022,12/14/2023,4.89,4.87,4.87,4.85,4.93,4.83,4.74,f,9,9,0,0,2.61
8053055,11521527,4/3/2013,"Chicago, IL",,,,f,Lincoln Park,1,4,"['email', 'phone', 'work_email']",t,t,Lincoln Park,41.9126,-87.64994,Entire condo,Entire home/apt,4,2 baths,2,$300.00 ,32,1125,32,32,1125,1125,32,1125,t,0,0,0,0,6,0,0,7/27/2021,10/18/2021,5,5,5,5,5,5,5,f,1,1,0,0,0.21
21700748,1026863091,5/6/2023,,within an hour,100%,93%,f,Portage Park,2,3,['phone'],t,t,Portage Park,41.96109,-87.76775,Private room in home,Private room,2,1 bath,1,$73.00 ,1,365,2,2,365,365,2,365,t,29,59,89,364,7,7,1,7/16/2023,11/28/2023,4.29,4.43,4.57,4.71,4.71,4.57,4.29,f,2,1,1,0,1.35
52421353,873918530,12/21/2021,"Chicago, IL",within an hour,100%,100%,f,Bridgeport,20,20,"['email', 'phone']",t,t,Armour Square,41.84931678,-87.6360793,Private room in home,Private room,1,1 shared bath,1,$31.00 ,1,365,2,2,1125,1125,2,1125,t,14,44,74,349,23,23,2,5/18/2023,12/1/2023,4.61,4.83,4.48,4.96,4.87,4.57,4.74,t,20,0,20,0,3.21
54224525,558209743,7/25/2019,"Illinois, United States",within an hour,100%,94%,t,Douglas,5,5,"['email', 'phone']",t,t,Douglas,41.82513429,-87.61698571,Entire home,Entire home/apt,6,1 bath,3,$103.00 ,2,365,2,3,365,365,2.4,365,t,30,60,90,365,0,0,0,,,,,,,,,,f,2,2,0,0,
7.70973E+17,2770811,11/8/2011,"Tampa, FL",within a few hours,100%,77%,t,Kenwood,23,35,"['email', 'phone']",t,t,Woodlawn,41.78388,-87.60625,Entire rental unit,Entire home/apt,4,2 baths,2,$70.00 ,32,1125,32,32,1125,1125,32,1125,t,15,45,75,350,6,0,0,8/29/2019,12/17/2022,5,5,5,5,5,4.83,4.83,t,19,2,17,0,0.11
42427889,354316019,3/7/2018,,within an hour,100%,100%,f,Logan Square,1,1,"['email', 'phone']",t,t,Logan Square,41.91739,-87.71407,Entire rental unit,Entire home/apt,4,1 bath,2,$90.00 ,2,14,2,2,14,14,2,14,t,8,38,68,141,0,0,0,,,,,,,,,,f,1,1,0,0,
7.72523E+17,87867966,9/11/2015,"Chicago, IL",within an hour,100%,99%,t,Wicker Park,22,22,"['email', 'phone']",t,t,West Town,41.89879,-87.66671,Entire rental unit,Entire home/apt,8,1 bath,4,$150.00 ,1,28,2,3,1125,1125,2,1125,t,0,0,0,0,28,13,0,1/1/2022,11/12/2023,4.86,4.86,4.59,4.97,4.96,4.97,4.72,t,20,6,14,0,1.17
5.80387E+17,261764539,5/18/2017,"Chicago, IL",within an hour,100%,100%,f,South Shore,1,1,"['email', 'phone']",t,t,South Shore,41.76673483,-87.56918296,Entire rental unit,Entire home/apt,4,1 bath,1,$157.00 ,2,31,2,2,1125,1125,2,1125,t,0,0,0,0,2,2,0,9/4/2023,10/9/2023,4.67,4.67,5,5,4.67,4.67,4.33,f,1,1,0,0,0.57
9.18176E+17,121555310,2/28/2016,"San Diego, CA",within an hour,100%,100%,t,Wicker Park,2,2,"['email', 'phone']",t,t,West Town,41.90718,-87.66758,Entire rental unit,Entire home/apt,2,1 bath,2,$82.00 ,32,1125,32,32,1125,1125,32,1125,t,9,9,9,135,3,1,0,10/12/2022,8/12/2023,5,5,5,5,5,5,4.67,f,2,2,0,0,0.21
8.90884E+17,518383263,5/1/2019,,within an hour,97%,98%,f,Streeterville,4,4,"['email', 'phone']",t,t,Near North Side,41.90074,-87.62465,Entire rental unit,Entire home/apt,2,1.5 baths,1,$171.00 ,2,1125,2,2,1125,1125,2,1125,t,0,0,0,0,58,47,3,9/18/2019,12/17/2023,4.97,4.98,4.93,4.9,4.95,4.97,4.73,f,4,4,0,0,1.12
53611396,154961875,6/13/2016,"Jacksonville, FL",,,,f,Streeterville,1,6,"['email', 'phone', 'work_email']",t,t,Near North Side,41.8901,-87.62104,Entire condo,Entire home/apt,4,2 baths,2,$103.00 ,50,120,50,50,120,120,50,120,t,0,0,0,0,0,0,0,,,,,,,,,,f,1,1,0,0,
5.6972E+17,17626914,9/13/2013,"Chicago, IL",within an hour,100%,100%,t,West Town/Noble Square,6,8,"['email', 'phone']",t,t,West Town,41.89288,-87.68458,Entire rental unit,Entire home/apt,2,1 bath,1,$160.00 ,2,90,2,2,1125,1125,2,1125,t,20,50,80,352,162,4,1,5/12/2014,11/24/2023,4.92,4.92,4.92,4.99,4.97,4.8,4.87,f,3,3,0,0,1.39
53354698,327724578,12/23/2017,"Chicago, IL",within a few hours,100%,94%,f,South Side,1,1,"['email', 'phone', 'work_email']",t,t,Chatham,41.7492834,-87.60991971,Entire rental unit,Entire home/apt,3,1 bath,1,$129.00 ,2,1125,2,4,1125,1125,2.1,1125,t,0,0,0,0,8,8,0,7/2/2023,9/18/2023,4.89,5,4.78,4.89,4.89,4.78,4.78,f,1,1,0,0,1.41
23628273,2237739,9/6/2011,"Chicago, IL",within an hour,96%,100%,f,Streeterville,13,47,"['email', 'phone']",t,t,Near North Side,41.89941,-87.61996,Entire rental unit,Entire home/apt,6,1 bath,3,$125.00 ,6,1125,2,6,1125,1125,5.5,1125,t,20,50,80,355,126,34,1,5/7/2021,11/26/2023,4.58,4.63,4.62,4.79,4.71,4.97,4.49,t,13,13,0,0,3.95
29516823,268892155,6/10/2017,,within a few hours,100%,95%,t,Englewood,4,5,"['email', 'phone']",t,f,Englewood,41.79220679,-87.65266024,Entire rental unit,Entire home/apt,2,1 bath,2,$52.00 ,32,365,32,32,365,365,32,365,t,0,0,12,287,1,1,0,9/4/2023,9/4/2023,5,4,5,5,5,4,4,f,4,4,0,0,0.28
9.3253E+17,293847530,8/20/2017,"Chicago, IL",within an hour,100%,99%,t,Pilsen,1,1,"['email', 'phone']",t,t,Lower West Side,41.85577,-87.65829,Entire rental unit,Entire home/apt,3,1 bath,2,$82.00 ,2,1125,2,2,1125,1125,2,1125,t,0,0,0,0,231,70,2,8/1/2019,12/2/2023,4.88,4.93,4.91,4.86,4.91,4.89,4.85,f,1,1,0,0,4.33
7.51782E+17,960677174,9/20/2022,"Chicago, IL",within an hour,100%,89%,t,Old Irving Park,7,9,"['email', 'phone']",t,t,Rogers Park,42.01253,-87.66381,Entire rental unit,Entire home/apt,2,1 bath,1,$50.00 ,1,90,2,2,1125,1125,2,1125,t,27,57,87,177,21,19,1,11/25/2022,11/20/2023,4.81,4.86,4.95,4.76,4.9,4.81,4.71,f,7,7,0,0,1.62
8.55992E+17,338595474,1/22/2018,"Chicago, IL",within an hour,100%,95%,t,Avondale,32,40,"['email', 'phone', 'work_email']",t,t,West Town,41.89949,-87.66369,Entire home,Entire home/apt,16,2 baths,7,$228.00 ,3,365,2,5,1125,1125,3.9,1125,t,13,43,63,126,40,31,2,3/20/2022,11/29/2023,4.78,4.78,4.9,4.83,4.9,4.85,4.83,f,21,21,0,0,1.88
1.0293E+18,492052911,2/28/2019,"Highland Park, IL",within an hour,100%,100%,f,West Ridge,1,1,"['email', 'phone']",t,t,West Ridge,41.99729057,-87.6947657,Entire home,Entire home/apt,5,1 bath,3,$102.00 ,2,1125,2,2,1125,1125,2,1125,t,21,51,81,256,14,14,1,8/20/2023,12/3/2023,4.71,4.86,4.86,4.71,4.93,4.79,4.93,t,1,1,0,0,3.47
48436693,856836307,10/21/2021,"Chicago, IL",within a few hours,100%,79%,f,Washington Park,2,2,"['email', 'phone']",t,t,Washington Park,41.79491226,-87.62085781,Entire rental unit,Entire home/apt,10,1.5 baths,4,$179.00 ,2,365,2,2,365,365,2,365,t,28,58,88,363,11,11,0,5/22/2023,9/10/2023,4.73,4.91,4.82,4.82,4.91,4.45,4.73,f,2,2,0,0,1.56
8.0252E+17,47224286,11/11/2014,"Chicago, IL",within a few hours,100%,99%,f,Old Town,14,21,"['email', 'phone']",t,t,Lincoln Park,41.92798,-87.64014,Entire rental unit,Entire home/apt,2,1 bath,1,$42.00 ,32,1125,32,32,1125,1125,32,1125,t,30,60,90,90,351,40,0,2/12/2018,8/28/2023,4.52,4.76,4.45,4.79,4.7,4.96,4.59,f,14,11,3,0,4.93
7.05257E+17,1054308067,7/21/2023,,within an hour,100%,97%,t,Back of the Yards,9,9,"['email', 'phone']",f,t,New City,41.80859,-87.67246,Private room in rental unit,Private room,2,1 shared bath,1,$21.00 ,2,30,2,2,1125,1125,2,1125,t,30,60,90,269,8,8,1,8/6/2023,11/30/2023,5,4.88,5,5,4.88,4.63,5,t,9,0,9,0,1.78
49093623,99252214,11/22/2015,"Chicago, IL",within an hour,100%,28%,f,River North,34,74,"['email', 'phone']",t,f,Near North Side,41.89758,-87.62205,Entire rental unit,Entire home/apt,2,1 bath,1,$110.00 ,32,1125,32,32,1125,1125,32,1125,t,30,60,90,365,1,0,0,5/29/2021,5/29/2021,5,5,5,5,5,5,5,f,34,34,0,0,0.03
7.68916E+17,3299442,1/24/2012,"Chicago, IL",within an hour,100%,95%,f,Wicker Park,5,7,"['email', 'phone']",t,t,West Town,41.9116,-87.66693,Entire condo,Entire home/apt,8,2 baths,6,$128.00 ,32,1125,32,32,1125,1125,32,1125,t,30,60,90,365,307,1,0,11/28/2014,4/1/2023,4.61,4.63,4.5,4.92,4.92,4.83,4.68,f,5,5,0,0,2.78
50914794,792542042,4/9/2021,,within a few hours,93%,99%,f,River North,73,100,"['email', 'phone', 'work_email']",t,f,Near West Side,41.88443875,-87.64630273,Entire rental unit,Entire home/apt,2,1 bath,1,$123.00 ,32,365,32,32,365,365,32,365,t,30,60,90,270,0,0,0,,,,,,,,,,t,40,40,0,0,
6.60109E+17,322498987,12/4/2017,"Chicago, IL",within an hour,100%,100%,t,Portage Park,1,1,"['email', 'phone']",t,t,Portage Park,41.96257,-87.77756,Entire rental unit,Entire home/apt,4,1 bath,2,$93.00 ,2,28,2,2,1125,1125,2,1125,t,0,0,0,0,42,42,1,1/1/2023,12/5/2023,4.95,4.95,4.98,4.95,5,4.91,4.88,f,1,1,0,0,3.58
6.17243E+17,214868994,12/16/2016,"New York, NY",within an hour,100%,97%,f,Cambridge,4820,6438,"['email', 'phone', 'work_email']",t,t,Near North Side,41.8967863,-87.6317246,Entire rental unit,Entire home/apt,2,1 bath,1,$148.00 ,32,1125,32,366,1125,1125,354.2,1125,t,1,31,61,336,1,0,0,7/25/2022,7/25/2022,5,5,5,5,5,5,5,f,643,643,0,0,0.06
662034,734822179,9/13/2020,"Chicago, IL",within a few hours,75%,0%,f,Lower West Side,29,30,"['email', 'phone']",t,t,East Garfield Park,41.88318,-87.69448,Private room in home,Private room,2,1 shared bath,1,$38.00 ,32,1125,32,32,1125,1125,32,1125,t,30,60,90,365,0,0,0,,,,,,,,,,f,29,1,28,0,
1.03349E+18,1367206,6/9/2011,"Chicago, IL",within an hour,100%,99%,t,Roscoe Village,24,38,"['email', 'phone', 'work_email']",t,t,North Center,41.94161,-87.67977,Entire condo,Entire home/apt,8,3 baths,4,$184.00 ,32,999,32,32,999,999,32,999,t,30,60,90,365,3,0,0,5/30/2021,10/12/2022,5,5,4.67,5,4.67,5,4.67,f,23,23,0,0,0.1
9.02454E+17,1029553102,5/14/2023,"Chicago, IL",within an hour,100%,100%,f,Bridgeport,62,68,"['email', 'phone']",t,t,Bridgeport,41.84019,-87.65435,Private room in home,Private room,2,1 private bath,1,$45.00 ,1,1125,2,2,1125,1125,2,1125,t,23,53,83,354,27,26,1,11/30/2022,11/27/2023,3.96,4.22,3.85,4.26,4.15,4.22,4.07,t,61,0,61,0,2.11
54111333,3493195,2/13/2012,"Chicago, IL",within a few hours,90%,96%,t,Kenwood,2,5,"['email', 'phone']",t,t,Kenwood,41.80774,-87.59459,Private room in condo,Private room,2,1 private bath,1,$100.00 ,2,7,2,2,7,7,2,7,t,12,42,72,342,283,18,1,3/27/2012,11/26/2023,4.96,4.96,4.97,4.96,4.97,4.88,4.9,t,1,0,1,0,1.98
51017310,45217511,10/16/2014,"Chicago, IL",within an hour,100%,99%,t,Garfield Park,12,12,"['email', 'phone', 'work_email']",t,t,East Garfield Park,41.88302,-87.7096,Private room in home,Private room,2,2.5 shared baths,1,$25.00 ,1,28,2,2,1125,1125,2,1125,t,0,13,43,311,454,39,5,6/28/2016,12/5/2023,4.83,4.93,4.8,4.94,4.91,4.53,4.87,f,12,0,12,0,4.99
49223199,18720591,10/11/2013,"Miami Beach, FL",,,100%,f,North Lawndale,3,3,"['email', 'phone']",t,f,North Lawndale,41.85596,-87.70748,Entire rental unit,Entire home/apt,4,1 bath,2,$164.00 ,1,1125,2,2,1125,1125,2,1125,t,29,59,89,89,90,0,0,3/10/2019,11/12/2022,4.76,4.83,4.76,4.84,4.89,4.32,4.68,t,3,3,0,0,1.55
30685450,901967375,3/23/2022,,within a few hours,88%,100%,t,South Chicago,3,3,"['email', 'phone']",t,t,South Chicago,41.73358,-87.55635,Entire rental unit,Entire home/apt,4,1 bath,2,$132.00 ,2,365,2,2,365,365,2,365,t,0,0,0,44,1,1,0,1/2/2023,1/2/2023,4,4,4,5,5,1,4,f,1,1,0,0,0.09
8.99903E+17,1081388675,10/6/2023,"Chicago, IL",within an hour,100%,91%,f,Lake View East,10,10,"['email', 'phone']",t,t,Albany Park,41.96219826,-87.70791895,Entire rental unit,Entire home/apt,4,1 bath,2,$52.00 ,1,365,2,2,1,365,2,358.4,t,22,52,82,172,2,2,2,11/19/2023,11/26/2023,5,4,5,4,4.5,5,4.5,f,10,10,0,0,2
5.96864E+17,468438250,1/3/2019,"Chicago, IL",within an hour,100%,100%,f,Hyde Park,1,1,"['email', 'phone']",t,t,Hyde Park,41.7949231,-87.5936596,Private room in townhouse,Private room,2,1 private bath,1,$120.00 ,2,5,2,2,5,5,2,5,t,23,53,76,268,2,2,0,8/7/2023,10/6/2023,5,5,5,5,5,5,5,f,1,0,1,0,0.45
7.08156E+17,342006598,1/31/2018,,within an hour,100%,100%,f,Humboldt Park,1,1,"['email', 'phone']",t,t,Humboldt Park,41.90355,-87.73382,Entire rental unit,Entire home/apt,8,1 bath,4,$153.00 ,1,6,2,2,1125,1125,2,1125,t,29,59,89,179,70,24,0,3/7/2021,11/12/2023,4.66,4.8,4.76,4.67,4.84,4.21,4.57,f,1,1,0,0,2.06
6.62328E+17,751289859,11/14/2020,"Chicago, IL",within an hour,100%,100%,t,Chicago Loop,7,8,"['email', 'phone']",t,t,Loop,41.86851,-87.62746,Entire rental unit,Entire home/apt,4,1 bath,3,$142.00 ,3,365,2,4,1125,1125,3.6,1125,t,24,54,84,167,167,60,6,3/8/2021,12/14/2023,4.91,4.95,4.87,4.86,4.87,4.92,4.81,f,6,6,0,0,4.93
49319551,891806671,2/19/2022,"Chicago, IL",within an hour,100%,99%,t,West Town,4,5,"['email', 'phone']",t,t,West Town,41.89412,-87.66098,Entire home,Entire home/apt,16,3.5 baths,9,$173.00 ,3,365,2,3,1125,1125,3,1125,t,21,45,73,334,27,15,1,4/3/2022,12/3/2023,4.93,4.85,4.78,4.89,4.89,4.85,4.81,t,2,2,0,0,1.3
15658650,214868994,12/16/2016,"New York, NY",within an hour,100%,97%,f,Cambridge,4820,6438,"['email', 'phone', 'work_email']",t,t,Near North Side,41.9027964,-87.6297209,Entire rental unit,Entire home/apt,4,2 baths,2,$116.00 ,32,1125,32,366,1125,1125,353.4,1125,t,30,60,90,365,0,0,0,,,,,,,,,,f,643,643,0,0,
53500806,445559079,10/26/2018,"Chicago, IL",within a few hours,100%,96%,t,Bronzeville,1,1,"['email', 'phone']",t,t,Grand Boulevard,41.81107,-87.61249,Entire guest suite,Entire home/apt,4,1 bath,2,$95.00 ,2,1125,2,2,1125,1125,2,1125,t,20,50,80,323,162,33,4,12/23/2018,12/11/2023,4.93,4.92,4.97,4.94,4.92,4.69,4.82,f,1,1,0,0,2.67
1.01816E+18,971295342,10/30/2022,,within a few hours,60%,36%,f,Washington Park,2,2,['phone'],f,t,Washington Park,41.79848797,-87.62395643,Entire rental unit,Entire home/apt,4,1 bath,3,$135.00 ,5,30,5,5,30,30,5,30,t,28,58,88,363,0,0,0,,,,,,,,,,f,2,2,0,0,
10945786,1037836022,6/8/2023,"Chicago, IL",within an hour,100%,99%,f,Lake View East,24,25,"['email', 'phone']",t,t,Uptown,41.956909,-87.65155905,Entire rental unit,Entire home/apt,2,1 bath,1,$52.00 ,2,365,2,2,1125,1125,2,1125,t,0,0,0,0,12,12,2,8/26/2023,12/10/2023,4.77,4.92,4.85,4.69,4.85,4.92,4.77,t,23,22,1,0,3.13
6.25839E+17,45265498,10/17/2014,"Chicago, IL",within a day,75%,90%,t,,1,2,"['email', 'phone']",t,f,Lincoln Square,41.96727,-87.69862,Entire home,Entire home/apt,1,1 bath,1,$70.00 ,10,1125,10,10,1125,1125,10,1125,t,12,42,72,347,24,3,0,10/30/2016,11/2/2023,4.92,4.92,5,4.96,5,5,4.83,f,1,1,0,0,0.28
54370817,1062972475,8/12/2023,"Chicago, IL",within an hour,100%,96%,f,Woodlawn,1,1,"['email', 'phone']",t,t,Woodlawn,41.78202,-87.59454,Entire rental unit,Entire home/apt,7,2 baths,5,$113.00 ,1,28,2,2,1125,1125,2,1125,t,0,0,0,0,1,1,1,12/3/2023,12/3/2023,5,5,4.5,4.5,4.5,4.5,4,f,1,1,0,0,1
6.63968E+17,870210386,12/7/2021,"Chicago, IL",within an hour,99%,99%,f,Near South Side,42,65,"['email', 'phone']",t,f,Near West Side,41.87671,-87.64263,Entire rental unit,Entire home/apt,2,1 bath,1,$102.00 ,2,1125,2,2,1,365,2,129.1,t,3,12,30,156,3,3,1,11/3/2023,11/23/2023,5,4.67,5,5,5,4.67,4.67,f,41,36,5,0,1.96
32735595,1090473790,11/6/2023,,within an hour,100%,92%,f,Douglas,18,18,"['email', 'phone']",t,t,Douglas,41.82724,-87.61926,Private room in home,Private room,2,1 shared bath,1,$64.00 ,1,365,2,2,1125,1125,2,1125,t,25,55,85,87,1,1,1,12/10/2023,12/10/2023,5,5,5,5,5,5,4,t,18,3,15,0,1
7.32422E+17,35314582,7/4/2014,"Chicago, IL",within an hour,100%,99%,t,Avondale,2,5,"['email', 'phone']",t,t,Avondale,41.93291,-87.69085,Entire condo,Entire home/apt,5,1 bath,2,$149.00 ,2,90,2,2,1125,1125,2,1125,t,17,47,77,77,287,59,3,6/24/2018,12/3/2023,4.9,4.95,4.89,4.94,4.94,4.88,4.86,f,1,1,0,0,4.3
18431594,287875530,8/2/2017,"Chicago, IL",within an hour,100%,98%,t,Hyde Park,6,6,"['email', 'phone', 'work_email']",t,t,Hyde Park,41.79526,-87.59644,Private room in home,Private room,3,1 private bath,2,$181.00 ,1,1125,2,4,1125,1125,2,1125,t,6,32,58,321,98,25,0,8/11/2017,9/12/2023,4.99,4.98,4.99,4.94,4.98,5,4.94,f,6,1,5,0,1.27
8.52119E+17,342428255,2/1/2018,"Chicago, IL",a few days or more,0%,8%,f,Logan Square,5,6,"['email', 'phone']",t,t,Logan Square,41.92863034,-87.72110402,Entire rental unit,Entire home/apt,7,1 bath,1,$90.00 ,32,365,32,32,365,365,32,365,t,0,0,0,61,0,0,0,,,,,,,,,,f,3,3,0,0,
6.20917E+17,837607639,8/16/2021,,within a day,63%,0%,f,Kelvyn Park,3,3,"['email', 'phone']",t,t,Belmont Cragin,41.92935,-87.74385,Private room in home,Private room,1,1 shared bath,1,$23.00 ,32,365,32,32,365,365,32,365,t,30,60,90,364,2,0,0,10/9/2021,10/25/2021,5,5,4,5,5,5,5,f,2,0,2,0,0.07
33749042,226792963,1/26/2017,"Chicago, IL",,,100%,t,Portage Park,3,3,"['email', 'phone']",t,t,Portage Park,41.94265,-87.76518,Private room in rental unit,Private room,1,1 shared bath,1,$65.00 ,32,120,32,32,120,120,32,120,t,17,47,77,118,0,0,0,,,,,,,,,,f,3,1,2,0,
5645139,1036841675,6/5/2023,,within an hour,100%,96%,t,,1,1,"['email', 'phone']",t,t,Near North Side,41.894291,-87.63180233,Entire rental unit,Entire home/apt,7,2 baths,3,$312.00 ,32,90,32,32,1125,1125,32,1125,t,0,0,17,291,16,16,1,7/6/2023,11/29/2023,4.81,4.88,4.94,4.75,4.88,5,4.63,f,1,1,0,0,2.89
6.98526E+17,950113015,8/15/2022,,within a few hours,83%,75%,f,Logan Square,1,1,"['email', 'phone']",t,t,Logan Square,41.91581117,-87.69367986,Entire home,Entire home/apt,8,3.5 baths,4,$250.00 ,4,33,4,4,33,33,4,33,t,14,44,74,164,0,0,0,,,,,,,,,,f,1,1,0,0,
50957385,214868994,12/16/2016,"New York, NY",within an hour,100%,97%,f,Cambridge,4820,6438,"['email', 'phone', 'work_email']",t,t,Loop,41.886064,-87.624718,Entire rental unit,Entire home/apt,2,1 bath,1,$145.00 ,32,1125,32,365,1125,1125,349.7,1125,t,0,0,0,204,0,0,0,,,,,,,,,,f,643,643,0,0,
47116347,919233871,5/17/2022,"Chicago, IL",within an hour,100%,89%,t,Lake View,10,10,"['email', 'phone']",t,t,Irving Park,41.95958,-87.72937,Entire rental unit,Entire home/apt,4,1 bath,2,$50.00 ,1,90,2,2,1125,1125,2,1125,t,0,0,0,0,18,17,1,10/10/2022,11/21/2023,4.68,4.79,5,4.74,4.95,4.79,4.58,f,9,9,0,0,1.24
52651881,50276775,12/23/2014,,within an hour,100%,97%,f,Clearwater Beach,1141,2346,"['email', 'phone']",t,t,Near North Side,41.8940682,-87.61873566,Room in hotel,Private room,8,2 baths,2,$444.00 ,1,365,1,1,1,999,1,758.1,t,19,44,66,219,0,0,0,,,,,,,,,,t,58,0,58,0,
7.73909E+17,946706906,8/4/2022,"Chicago, IL",,,,f,,1,2,['phone'],t,t,Avondale,41.9378239,-87.72455448,Entire rental unit,Entire home/apt,4,1 bath,3,$86.00 ,2,365,2,2,1125,1125,2,1125,t,0,0,0,0,15,15,1,6/16/2023,11/26/2023,4.94,5,4.88,4.94,4.94,4.75,4.88,f,1,1,0,0,2.42
9.12398E+17,635060370,12/14/2019,"Forest Park, IL",,,,f,Garfield Park,15,15,"['email', 'phone']",t,t,East Garfield Park,41.87737,-87.70225,Private room in rental unit,Private room,2,2 shared baths,1,$35.00 ,1125,1125,1125,1125,1125,1125,1125,1125,t,16,46,76,256,2,0,0,3/15/2020,3/31/2020,5,5,5,5,5,4,4.5,t,7,0,7,0,0.04
14950449,256531754,4/30/2017,"Niles, IL",within an hour,100%,98%,t,Pulaski Park,22,36,"['email', 'phone', 'work_email']",t,t,Norwood Park,41.99603,-87.79155,Private room in rental unit,Private room,1,1 shared bath,1,$30.00 ,2,180,2,2,1125,1125,2,1125,t,15,45,74,74,40,21,0,5/24/2020,10/31/2023,4.98,4.85,4.73,5,4.93,4.78,4.92,f,16,0,16,0,0.92
41719893,981504375,12/8/2022,"Chicago, IL",within an hour,100%,89%,t,Irving Park,8,9,"['email', 'phone']",t,t,Irving Park,41.95051673,-87.70783159,Entire rental unit,Entire home/apt,4,1 bath,2,$52.00 ,1,90,2,2,1125,1125,2,1125,t,30,60,90,180,16,16,0,3/14/2023,10/16/2023,4.69,4.88,4.81,4.63,4.88,4.56,4.69,f,8,8,0,0,1.71
3570616,991275955,1/12/2023,"Chicago, IL",within an hour,100%,95%,t,Garfield Park,10,11,"['email', 'phone']",t,f,East Garfield Park,41.88457611,-87.70698843,Private room in rental unit,Private room,2,1 shared bath,1,$70.00 ,2,14,2,4,1125,1125,2.7,1125,t,30,60,90,364,3,3,0,8/7/2023,10/23/2023,4.67,5,5,4.67,5,4.33,4.33,f,10,1,9,0,0.67
10515185,749897459,11/9/2020,"Chicago, IL",within an hour,100%,100%,t,River North,4,4,['phone'],t,t,Near North Side,41.89179724,-87.62672373,Entire rental unit,Entire home/apt,5,1.5 baths,3,$139.00 ,2,1125,2,2,1125,1125,2,1125,t,8,35,65,331,9,9,2,8/23/2023,12/10/2023,4.89,4.89,4.78,4.78,5,5,4.89,t,2,2,0,0,2.29
6.2823E+17,453165851,11/19/2018,"Chicago, IL",within an hour,100%,98%,f,Back of the Yards,30,41,"['email', 'phone']",t,t,New City,41.80312,-87.65469,Private room in rental unit,Private room,2,1 bath,1,$27.00 ,32,365,32,32,1125,1125,32,1125,t,16,46,76,351,0,0,0,,,,,,,,,,t,30,3,27,0,
1.04432E+18,42672642,9/14/2014,"Chicago, IL",,,62%,f,East Albany Park,1,2,"['email', 'phone', 'work_email']",t,t,Albany Park,41.9622475,-87.7036943,Entire rental unit,Entire home/apt,4,1 bath,3,$137.00 ,2,4,2,2,4,4,2,4,t,4,4,4,4,6,6,0,5/22/2023,10/9/2023,5,5,5,5,5,5,4.83,f,1,1,0,0,0.85
9.57427E+17,236740739,2/27/2017,"Chicago, IL",within an hour,100%,98%,t,Andersonville,2,2,"['email', 'phone', 'work_email']",t,t,Edgewater,41.98739,-87.66235,Private room in bed and breakfast,Private room,2,1.5 shared baths,1,$56.00 ,2,120,2,2,120,120,2,120,t,21,36,36,112,39,22,1,5/7/2022,11/26/2023,4.95,4.87,4.54,4.9,4.97,4.97,4.9,f,1,0,1,0,1.98
8.434E+17,734822179,9/13/2020,"Chicago, IL",within a few hours,75%,0%,f,Lower West Side,29,30,"['email', 'phone']",t,t,Near West Side,41.86008,-87.66361,Private room in rental unit,Private room,2,1 private bath,1,$60.00 ,32,1125,32,32,1125,1125,32,1125,t,30,60,90,365,1,0,0,11/6/2020,11/6/2020,5,5,5,5,5,5,5,f,29,1,28,0,0.03
53328222,923089075,5/29/2022,"Chicago, IL",within a few hours,100%,67%,f,Park Manor,3,3,"['email', 'phone']",t,t,Woodlawn,41.77126,-87.61185,Private room in rental unit,Private room,1,2 shared baths,1,$37.00 ,2,365,2,2,1125,1125,2,1125,t,25,55,85,174,0,0,0,,,,,,,,,,f,3,0,3,0,
42455100,107988486,1/9/2016,"Chicago, IL",within an hour,100%,100%,f,Edgewater,1,1,"['email', 'phone']",t,t,Edgewater,41.97841,-87.65746,Entire condo,Entire home/apt,6,2 baths,4,$117.00 ,1,365,2,4,3,1125,2.4,718,t,11,11,11,142,140,12,0,1/23/2018,10/8/2023,4.88,4.93,4.9,4.9,4.96,4.91,4.74,t,1,1,0,0,1.95
7.41259E+17,176978471,8/7/2016,"Chicago, IL",within an hour,100%,92%,f,Lake View,1,1,"['email', 'phone']",t,t,Lake View,41.9528527,-87.6705389,Entire condo,Entire home/apt,4,1 bath,2,$325.00 ,2,365,2,2,365,365,2,365,t,0,0,0,0,7,6,1,11/26/2022,11/26/2023,5,5,5,5,5,5,5,f,1,1,0,0,0.54
